"","L61","L62","L63","L64","L65","L66","L67","L68","L69","L70","L71","L72","L73","L74","L75","L76","L77","L78","L79","L80","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20"
"3-(2-Hydroxyphenyl)propanoic acid","475175970.3","966006567.4","1051008392","1027924043","1124980686","519107221.1","562373821.1","443713690","321124920.2","591331904.3","474883726.7","710945718.2","737322515.7","559969323.3","544787141.9","609663997.7","497722121.1","642789532.3","412225198.6","908185373.1","781790381","935325106.5","637793650.2","859097884.6","995329674.8","742823236.8","1420412442","982110969.1","1735707391","1683270993","1990293789","2215848416","1045171618","1800876935","1798671032","1582655967","1795088626","1626233675","1750593078","1547695546"
"erythro-3-Hydroxy-Ls-aspartate","1453955580","100565942.2","451001864","481326570.2","88381043.97","108302369.8","606256627.3","3126545668","686471153.1","877441179.7","955956948.7","4400648554","251325773.5","3245323409","282880123.1","621219145.6","308304555.6","192928995.4","241534805.5","590138763.6","80402262.46","57666411.21","52255407.3","173271754.3","41744595.89","86534798.25","34627123.94","105222098.6","31553879.9","30754665.32","97558739.22","1936351.326","29616404.29","29894039.54","100489460.4","105827573.6","32399937.07","144223852.7","41445445.34","122064611.3"
"2,4-Dinitrotoluene","305985170.8","130673437.8","68040804.3","88723209.46","116812192.8","518977398.3","579476487","65067588.23","334466006.5","156437714.4","598900252","650025853.2","386638706.8","867366924.9","677026985.8","68539118.18","99462915.56","1075496313","1312623993","164620606.7","568006885.5","573499110.5","480522757.5","589815959.5","691464055.1","574654689.8","741273116.5","669740184","562999718","666061620.5","662011763.8","611525679.1","532014632.5","615022822.4","716464934.1","304120646.8","838360633.4","779219389.8","778534730.5","892272186.3"
"Dehypoxanthine futalosine","379465326.5","335515630.8","413971199.8","524525435","620213941.4","572457243.3","280604418.2","313864227.1","489149032.9","402218004.8","423496804.9","366762142.8","326529600.9","461663101.3","525697758.4","516603123.3","395480027.7","553485918.1","434819961.3","497295561.5","484949145.8","417755868.4","525365556.7","580568087.6","396972099.4","412576479.9","403769918.4","506435811","105119674.1","277629087.2","275668884.4","405683843.4","528832667.6","302008651.3","358400706.4","437143542.5","451572350.2","654390993.4","495551871.4","1046.65582"
"Anhalamine","94707908.43","116624455.6","181876248.1","56201459.87","62316691.8","59160866.47","109937088.6","92439956.1","74358631.97","63191310.93","122544014.6","294031066.4","139146910","61295783.74","276570394","301991706","265266898.8","73589144.23","45505703.16","99347052.62","378210572.4","69483150.17","496381900.6","309463487.6","216775643.9","580155378.1","184304550.7","634193191.1","256972402","207216131.8","289900648.3","733885150.9","492247418","865023831.1","226575247.8","208562184.4","150410881.1","1193303912","215245594.6","1200331961"
"Coumarin","313847307.8","80408551.04","299708948.7","96327200.22","170011865.2","207228596.2","334529882.9","60898600.41","256900394.5","239646811","160392672.5","97197162.39","183433707.9","155668584.9","161329279.8","223964385.3","218360151.3","81488446.92","207427165.8","172493816.7","269659132.5","252982023.6","247231792.2","181248480.8","324195885.6","248216271.1","254959021.9","308255199.5","236154567.7","197546966.8","313564015.8","310411511.8","339914256.4","271154811.6","227958709.9","404733092.7","230412442.8","230964938.5","151928967.5","320169651.1"
"Methyleugenol","199806627.2","263095358.8","259467786","255774245.3","299785139.5","247413564.6","135926813.8","117262001","128607383.8","289678585.4","122660271.6","192078159.2","226234778","177392507.8","157831624","202667818.7","164576467.4","156466789.6","172086537.2","172430229.3","216318027.1","223405978","143797673.4","162997431.3","167767238.8","130245950.8","196983621.8","139667031.2","182197449.2","183848381.7","225739377.4","241995152.8","120932228.2","173718959.5","183352506.6","155162602.8","189412347.7","179288645.4","185596026.4","142663763.7"
"L-2,4-diaminobutyric acid","143331156.8","129723456.9","164364416.8","165334301.5","135011024.5","160703322.3","160490193.2","115410646.6","132201035.6","174762289.1","113144615.6","176021355.3","120025330.1","119609906.6","128618467.6","140349120.7","164638579.7","146803381.7","145641407.8","146864906.3","158466341.4","177627497.9","217065772","192785300.1","216272308.4","207766542","264931092.2","354210737.1","314877182.7","238659273.7","312820623.7","313406198.9","336309979.6","370114630.7","336740565.7","528910372.3","327594857.3","259693144.8","237467961.5","238114740.5"
"N-Acetylneuraminic acid","44007447.52","30673101.81","63787072.94","79361956.41","59812881.51","48470898.22","45202372.37","54724824.89","55903890.7","49182508.78","49954308.44","77731305.65","29617760.44","55757956.89","51582857.12","47845023.35","89388624.56","31671517.66","44970529.35","27626529.74","58889932.42","90901211.25","85174149.05","161165272","63456403.14","48392926.96","93297573.55","93575979.31","145308320.8","83098383.99","129579806.4","81755261.62","81142740.28","112975752.5","57837782.74","228382116.1","52878172.83","42671952.62","73088414.97","1046.65582"
"Retinol","6164257.535","83917388.75","97134241.73","68322999.35","125398916.8","469577188.8","183810935.6","108237441.1","209285740.2","208174024.4","221026865.8","233930513.4","359510760.6","202840920","495900430.3","308584738.5","472940050.1","205331807","158981225.5","158498712.7","174609676.7","249456180.1","143152894.4","22323429.1","151587058.4","223770246.7","249229942.7","98177024.78","205951824.7","236276782.8","178370773.1","169873956.3","123150216.2","537329955","250285039.6","276185543","155599358.8","130787862.8","184039924.9","384950056.8"
"D-synephrine","11073850.94","8881605.24","14424343.23","12957009.1","10627290.39","11516290.78","2681703.721","8710636.207","2012644.759","14351568.26","6895805.577","14044856.76","11341097.29","9573745.307","7094284.242","11377428.24","14139828.66","11710614.64","2265715.698","12080142.39","58934253.4","11603124.19","62187521.97","13846742.88","55644859.55","64550011.91","82324102.19","94026912.26","67359262.47","9724409.83","12862085.41","9466914.204","11699638.06","39410504.67","38713168.86","78718113.99","8609753.697","6066638.906","7065292.063","11332887.52"
"Pyrrole-2-carboxylic acid","1046.65582","1046.65582","1046.65582","1046.65582","1046.65582","1046.65582","1046.65582","1046.65582","3199651330","892334872.2","236219763.7","63162791.54","198976162.4","278820229.4","234364704.2","144865732.8","83986324.38","90006552.17","115037107.6","89893270.19","24426601.58","156367166","58082195.94","45747323.53","43631495.09","59609990.39","11741630.27","10357628.09","45851228.95","88368158.55","45819743.31","9273445.765","9289955.58","9089677.596","77706363.66","33998994.33","36596393.11","10133187.95","46851828.71","18313088.22"
"4-Hydroxyphenylacetaldehyde","123363481","164355028.5","133188787.4","135805199","130614100.7","106271308.6","154545562.6","139594749.5","144904182.7","135758159.1","148998299.8","143246681.1","126451957.5","118677321.7","128407564","126326524.9","127025740.5","112571269.3","91235868.62","132504197.3","106634440.9","93432307.24","110028981","163424253.6","81929276.76","103316827.1","58465925.81","92480221.99","105200060.3","119571946.4","151163103","112309285.3","183235575.5","142331679.7","115806785.8","118913005.2","93500044.96","97912408.82","98075714.01","113914738.6"
"N-a-Acetylcitrulline","222275377.3","245187298","236770142.3","235858185.6","261066912.1","82468697.33","101370218.5","85823019.78","86204438.6","83172527.2","75266458.56","108501686.6","102576288","97247356.95","100587848.2","93807534.26","165867022","107252659.6","90378240.24","85257252.64","438744107.3","409372899.3","503154869.9","841223272.1","1801385824","3699719477","1046.65582","1046.65582","1046.65582","1046.65582","1046.65582","1046.65582","1046.65582","1046.65582","1046.65582","1046.65582","1046.65582","1046.65582","2780833110","427768064.7"
"8-Amino-7-oxononanoate","9555262.693","9338768.959","40254976.21","18754531.3","34946316.73","32258652.9","17436379.47","30919056.94","25693221.35","11262042.11","12399917.57","27485309.64","18732343.85","14955191.56","23345125.62","7669465.87","25217068.1","25959883.63","4196923.212","5765529.906","2793003.217","16231057.05","26587471.95","3073138.873","5313355.058","41308841.1","22199641.64","30914849.32","53109979.64","9357530.709","25371983.47","43732423.47","123534227.7","42042298.02","31157865.91","59762597.26","80839350.98","15428649.79","235927332.8","1046.65582"
"N-Acetyl-L-aspartic acid","1622659.686","1340558.842","1066356.378","1073249.55","898854.1876","776177.9775","1179873.495","803663.1654","802972.5762","1054122.145","1090791.388","950221.2536","2433709.655","1087468.373","1036617.918","1334536.795","1584195.725","1393389.742","1086453.334","1119134.458","7488552.928","3564775.053","4160566.535","3744362.239","5903799.92","5337489.836","1105126.993","6789951.622","3863546.433","974960.1427","6045434.962","3156136.622","11656827.71","8622556.118","4521307.102","6573900.345","2224497.139","5083521.434","2637131.826","2345987.985"
"(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate","178294818.3","164346901.2","177670920.6","156624339","121176778.2","207142794.2","125853094","125416355.4","137026866.2","129644685.5","91896037.12","56164900.85","121144668.1","150523529.6","93541310.81","87442552.88","121796848.6","123182024.1","89424916.27","90663319.35","91839030.32","187479053.9","67076774.45","14679872.39","129889834.8","157782181.7","196347741.7","121164597.8","190764710.5","55862361.32","192332646.1","177805501","138071121.5","139772607.2","183175869","306404261.3","183561145.1","124599176.8","1162084957","1046.65582"
"Salidroside","7938115.838","7593532.512","7816048.375","77145778.58","8220190.465","8052186.777","8789593.213","26550105.84","8571935.284","26163715.87","9190362.443","12520049.75","11722109.97","10976669.61","24139113.91","13125670.94","61433730.87","18244962.65","43311691.44","96251384.51","101842132.2","39066891.71","36753915.61","69160099.48","142071578.3","68794293.18","53099199.38","52025739.39","28181312.36","28228221.01","143501062.8","48619016.39","132004950.2","26338873.31","69971769.45","58591783.71","66707869.04","21662260.08","19130426.93","23125374.22"
"L-Glutamic gamma-semialdehyde","51181473.03","47208814.67","47769731.92","78041431.97","100369656.8","131447530","40297613.34","50990643.02","69406141.48","97413237.74","47308520.97","78298968.13","91044659.69","52477553.57","33067260.75","95844060.59","45108275.74","37849580.62","94939224.43","129906731.2","82663293.3","61318664.29","34178532.72","88174915.99","170253724.9","48034923.42","223088775.9","200586442.3","58760672.65","141741555.9","144368023.4","70811546.43","69568748.65","86633116.72","176184344.1","165107034.5","293289838.1","252173334","184612479","285756733.2"
"(S)-Methylmalonic acid semialdehyde","71002808.12","43342120.04","47827853.6","54746844.46","65677701.59","20568334.3","90195084.25","22358134.59","180380306.4","202636765","74177783.42","61207112.75","141127621.7","200942787","106762804.9","61277583.33","95456048.18","20937917.76","94164952.64","98037307.1","13338151.89","46144533.78","37045013.15","65640209.07","47823149.32","60249469.7","11381047.41","49833264.63","27496893.73","29712804.13","33833997.56","11723002.73","11067148.58","78973736.46","39100214.67","13958574.39","58589530.76","21300483.22","2193721000","1046.65582"
"(S,E)-Zearalenone","24008058.11","24509935.83","71959904.42","27239589.54","83603522.04","35999042.79","112260066.4","117302989.6","133247895.5","154260270.3","254506300.9","49630857.18","73876296.18","47264809.25","148146307.5","55456866.16","68634505.51","63236458.26","68948002.58","78146156.89","93857084.24","46206753.34","48367472.11","488984140.9","39013510.93","90295814.32","36793705.66","85651577.63","73502538.89","28863628.24","81964833.47","54794446.23","31543534.5","99369909.74","59171803.43","55929619.49","84278226.33","72818538.82","76358803.85","42152994.34"
"Tetrahydroharmine","105129124.1","79041074.39","80577841.5","95658726.62","70100879.25","50097566.68","114145380.4","65217843.53","63990769.71","71534322.55","113768794.3","84574731.63","71167091.22","94344022.68","100377960.6","100870993.4","137267720.1","147451396.2","82597475.74","79112821.57","93217619.46","71878402.17","110566244.3","83854698.2","60326364.09","77462826.66","25301965.42","48083636.48","68081980.11","50590849.66","62799492.49","88799638.58","68571236.63","47943000.9","58862076.61","55287733.15","48932446.58","30799830.39","36587656.21","41845162.85"
"D-Phenyllactic acid","92124783.78","69386246.58","72187548.66","28926311.47","51676850.9","63357727.13","102478787.2","17945460.04","80041957.43","61710283.34","51122160.78","30283717.1","55184928.37","71714246.13","51350293.09","70108343.15","70368707.52","52621528.99","65972437.01","55492350.35","67928550.33","47513758.07","70603353.44","38889811.39","88744711.75","70080693.4","69590988.47","82733808.59","62672770.8","52887754.96","84787726.72","87179018","96119456.04","66679983.41","62585500.99","113238060","39832301.32","61368425.2","37910747.98","72743527.41"
"2-Oxoarginine","75693842.16","95629527.66","82780626.03","81836429.25","110580284.8","71014581.82","87432109.05","63988511.85","71584882.79","60155444.37","12763595.18","95330604.17","84092731.4","84209646.91","71552053.46","76130076.89","73998865.18","87614659.03","75234500.52","70849769.24","168702712.7","9315989.553","5464109.794","10223133.26","13442647.02","12859996.69","7928897.146","4095700.437","14006472.06","19057749.82","11289710.13","11336409.91","4112030.564","4928754.375","4424791.374","4999155.408","12963107.58","5447372.132","5689293.492","5872139.807"
"Antiarol","5651496.134","7511494.794","6780006.269","4581662.913","7905979.66","5996715.343","5623927.646","5713314.122","3623065.115","3424308.176","3071540.299","5614708.963","5452421.333","3345774.822","3718606.455","3546334.168","3323917.896","6408372.741","3962380.923","2921321.84","3258604.215","2984566.219","3233233.159","2561098.977","3301024.465","2321290.436","3292484.026","3158009.763","2733160.05","5350751.939","3564845.384","2947069.757","5143095.069","5917854.988","3685805.321","6172993.724","5092666.636","8728911.195","1046.65582","1046.65582"
"2-Keto-glutaramic acid","841979092.8","747688577.4","580238511.9","575554658.9","1093022103","98106152.06","337321683.9","151279741.1","55197608.26","310648079.7","130288984.3","199967193.9","407963159.2","19063246.03","165532032.5","122808135.8","124907094.5","75700221","61560011.85","60055430.21","180440012.1","57361936.09","356869629.7","278973121.1","57288863.35","199956464.1","698163287.4","273533382.3","161545069.3","1410017369","1798647230","1507274131","355045122.3","348418369.1","760441757.5","154723774.5","415923156.4","161065431.5","204613989.6","1046.65582"
"D-4-Hydroxy-2-oxoglutarate","47891676.87","30061223.85","38982206.94","46702830.36","42119509.58","36400374.45","70372286.58","122153943.7","59341167.7","41893162.85","27479218.26","18448943.07","42767343.05","116368347.9","35706122.5","38181205.81","34462199.86","27998611.73","57014571.01","34434960.9","20485710.43","34668957.68","36790908.87","41989187.41","55716933.74","43055889.53","42038805.93","43790706.19","59311678.68","49339710.3","41679308.44","67152908.45","50428005.77","41451186.07","94256533.39","49838542.66","56227242.33","45665892.64","35350609.7","52385215.82"
"Indoleglycerol phosphate","27100538.31","22417750.89","33437954.6","29152246.13","37825898","31097285.17","26347830.28","19588560.55","36943419.92","27129866.02","27187891.25","26582229.05","22581101.79","20733218.13","17420008.5","19595091.27","18883623.97","20972308.52","19877504.73","18478800.44","27119523.66","20582991.5","26345630.3","51355663.49","18100411.44","25499342.03","16810885.47","16433268.88","19044601.99","18263429.58","32812300.45","15676575.17","13334027.25","18432861.01","15535510.72","17798117.74","14428494.96","17112611.53","11820041.12","52223139.11"
"Kyotorphin","56147065.98","65509344.48","69456647.64","41516770.86","67124138.47","58971037.33","48212759.05","52751232.12","45608063.38","44443444.72","57443350.22","70680041.45","48914524.65","60832948.01","58597394.45","47343357.07","94784835.84","57904591.82","60010847.26","44036269.49","68122462.11","79709862.35","240000040.8","139511324.6","201369192.8","279321923.8","132088040.9","275297979.3","1339650311","952937800.5","1.19e+11","1046.65582","1046.65582","1046.65582","4957254708","1047026704","578920495.4","271481303.4","180605475.9","92285469.32"
"5,6-Dihydro-5-fluorouracil","115580891.8","106709545.7","68701917.74","41829528.73","17928814","1408990.115","119840431.4","79190652.84","28672274.72","5299583.199","65228077.15","23850735.06","1309569.263","18272246.88","75720802.15","13208171.9","48473413.3","154531787.3","15139664.82","1670522.594","4265231.816","3748608.193","71201482.8","5917155.991","5020160.853","86540121.56","6468974.723","41074463.29","43114926.08","6040182.194","9440894.496","9629982.638","57558337.6","4821546.113","4035120.652","54301469.54","4062182.723","3746279.763","3437341.088","3444265.982"
"5-Nitro-2-(3-phenylpropylamino)benzoic acid","134913481.4","49074270.02","42243240.19","149805986","65288945.12","23290524.18","25703383.38","58366155.19","42958971.04","47720640.24","71360913.57","84448254.19","42076523.05","58939944.45","71449789.37","18504849.41","32215500.3","59109852.65","58350007.08","27161798.81","34537940.18","31980923.33","31177704.51","30627178.98","28234119.58","27249911.81","27381684.74","25735427.79","25950661.62","28138575.13","26680880.97","26015468.35","26317139.37","25442359.45","24782438.43","30814418.01","25516210.06","27263286.54","26467720.42","19792259.88"
