"","L61","L62","L63","L64","L65","L66","L67","L68","L69","L70","L71","L72","L73","L74","L75","L76","L77","L78","L79","L80","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20"
"p-Octopamine"," 0.238752215","-0.059092527"," 0.008802985"," 0.134394839","-0.034026345"," 0.061732618"," 0.140968782","-0.099290917","-0.040579782"," 0.077543184","-0.103439354"," 0.699714054"," 0.407898856","-0.054691626","-0.023005192"," 0.113958063"," 0.134248920","-0.123259685","-0.104895973"," 0.129652156"," 0.019320966","-0.077513175","-0.004582849","-0.122175025"," 0.062628461"," 0.055721686"," 0.113555388","-0.028635072","-0.136690429","-0.142175524","-0.177269303","-0.013571464","-0.159799119","-0.129815579","-0.036330518"," 0.017595807"," 0.005369434","-0.155181792","-0.295551217","-0.300285946"
"Metoprolol"," 0.004475387","-0.041006797","-0.142794210","-0.155399946","-0.096776333"," 0.072085619"," 0.051408980"," 0.189013909","-0.031321495"," 0.095905545","-0.046183064","-0.002834925"," 0.079155222","-0.082355915"," 0.066793545"," 0.091174292"," 0.013426058"," 0.105575789","-0.173558556"," 0.028445468","-0.073484396","-0.070463687"," 0.068915730","-0.474121408","-0.007990248"," 0.167436838"," 0.224167660","-0.008860458","-0.034602155"," 0.116848626","-0.026347473"," 0.106427988","-0.476406991"," 0.050748666"," 0.206449599"," 0.032574440"," 0.222832867","-0.531758491"," 0.014162810"," 0.468241509"
"Sulfate"," 0.826835965"," 0.003644227"," 0.130918668"," 0.271277456","-0.062686275"," 0.098048151","-0.117607884","-0.098171675"," 0.504892351"," 0.259099767"," 0.014048297"," 0.098262711"," 0.056004768","-0.019952389"," 0.013703810"," 0.051799388"," 0.318266575","-0.076080208"," 0.007631190","-0.046997455","-0.128399856","-0.095850432","-0.076670259","-0.051123483","-0.173164035","-0.147799853","-0.098720393","-0.168997242","-0.118968293","-0.058312561","-0.107238007","-0.153786401","-0.081228718","-0.143053449","-0.112812808","-0.109365401","-0.041899135","-0.166876424","-0.089547139","-0.109123545"
"Hydroxyphenyllactic acid","-0.11106591","-0.11091918"," 0.07139107"," 0.10721301","-0.11378720"," 0.13776959","-0.12145841"," 0.13389871"," 0.41314284"," 0.18214525"," 0.06768418"," 0.20097777"," 0.43985450"," 0.23666740"," 0.82679742"," 0.24008634","-0.10230696"," 0.23069827"," 0.07144754","-0.11209006","-0.05609939"," 0.04954777"," 0.26283967","-0.17320231","-0.17320258","-0.17320204","-0.17320180","-0.17320241","-0.17320225","-0.17320172","-0.17320243","-0.17320180","-0.17320198","-0.17320225","-0.17320178","-0.17320243","-0.17320183","-0.17320155","-0.17320158","-0.17320146"
"N5-(L-1-Carboxyethyl)-L-ornithine"," 0.390390063"," 0.506709827"," 0.068167796"," 0.023184763"," 0.132797156","-0.258377795"," 0.184450817","-0.109370585","-0.211643965","-0.057538121","-0.106207571","-0.118911490","-0.232808071","-0.136265903","-0.110961756"," 0.229969535"," 0.061175386"," 0.071352330","-0.293229321","-0.275504105","-0.171619538","-0.015609359","-0.071426325","-0.163534741","-0.133312205"," 0.006755663","-0.075569160","-0.025826504"," 0.080709030","-0.376967361","-0.396337611"," 0.311741472"," 0.366051311"," 0.242261785","-0.028249578"," 0.603662389"," 0.028254392","-0.141703468"," 0.029530813"," 0.173810004"
"Selenomethionine","-0.054722928"," 0.003222393"," 0.173280165","-0.011161904"," 0.019384612","-0.060524551"," 0.002220324","-0.060570302","-0.056667152","-0.053911191","-0.062519660","-0.064418270"," 0.013619119"," 0.038841603"," 0.010371392","-0.061230523","-0.057141686"," 0.018556596"," 0.034197241"," 0.115140527","-0.031110967"," 0.913569807"," 0.700867504","-0.086429597","-0.086430193","-0.086429013","-0.086428482","-0.086429821","-0.086429460","-0.086428321","-0.086429864","-0.086428496","-0.086428884","-0.086429467","-0.086428453","-0.086429855","-0.086428550","-0.086427947","-0.086428005","-0.086427739"
"Coleonol","-0.028247864","-0.028247859","-0.028247868","-0.028247870"," 0.971752130"," 0.014677422","-0.006374395","-0.016781083","-0.019330826","-0.021304013","-0.027204509","-0.027092275","-0.025343870","-0.024314367","-0.026204706","-0.025925437","-0.026346354","-0.026660591","-0.026576057","-0.026924611","-0.027637829","-0.026560497","-0.028096924","-0.027194145","-0.027618586","-0.027388882","-0.026783106","-0.027748506","-0.027833502","-0.025487521","-0.027766622","-0.026730305","-0.027695597","-0.026806421","-0.027127348","-0.026864588","-0.027953808","-0.028092530","-0.027900803","-0.027767481"
"Bufotenin"," 0.36961067","-0.35047984"," 0.17687415"," 0.24100837","-0.39457710","-0.13926271"," 0.41477201"," 0.10764703","-0.05250452"," 0.03271986"," 0.11440800"," 0.05633591","-0.15134848"," 0.10477591"," 0.10152356","-0.38299244"," 0.27667650"," 0.33424143","-0.19145663","-0.17842565","-0.11064091"," 0.06190178"," 0.03438514","-0.12555741","-0.16346156","-0.07661789","-0.18488137","-0.13985972","-0.06458420","-0.25689471","-0.14517330"," 0.33608023","-0.01049072"," 0.01679170","-0.06094478"," 0.19004412","-0.06063692","-0.23386910","-0.10055932"," 0.60542290"
"o-Hydroxylaminobenzoate"," 0.20177012"," 0.61471588"," 0.01128534"," 0.07989747"," 0.22818994"," 0.23502510","-0.01698345"," 0.21479419"," 0.30673087"," 0.03029292"," 0.01418004"," 0.11185476"," 0.46110314"," 0.19936216"," 0.17547897"," 0.12550939"," 0.23205623"," 0.01319470","-0.09175997","-0.11366092","-0.19809400","-0.03518323"," 0.24713469","-0.28316124","-0.27196006","-0.10969152","-0.17551794","-0.06394799","-0.26764660"," 0.12027088","-0.32818904","-0.28833200","-0.06542855"," 0.04202966","-0.23289315","-0.16798435","-0.17108181","-0.05884215","-0.33923436","-0.38528412"
"Propantheline","-0.041331302"," 0.176263924"," 0.071704048"," 0.130160401"," 0.141816002","-0.054218903"," 0.028767689","-0.044857924"," 0.005759845","-0.004839739","-0.119719530"," 0.102909380"," 0.023815474"," 0.220813485","-0.011865662","-0.031362753","-0.053626764","-0.054523354","-0.063376126","-0.084259965","-0.219898326"," 0.056511945","-0.231464265","-0.064880211","-0.024273974","-0.230824875","-0.118132042","-0.022883535","-0.129095354"," 0.232978816","-0.037557220","-0.054309159","-0.150709604"," 0.005223088","-0.163829940","-0.010789725","-0.072862918"," 0.207543277","-0.077309939"," 0.768535735"
"4-Acetamido-2-aminobutanoic acid","-0.017615846","-0.022923073","-0.030344743","-0.027988876","-0.021590810","-0.028763007","-0.009713615","-0.002910511","-0.032613629","-0.021945238","-0.036904594","-0.028909385","-0.026886455","-0.026338067","-0.009494548","-0.013751899","-0.017935070","-0.028038456","-0.041670623","-0.027735884"," 0.012391076"," 0.034718758"," 0.093582958"," 0.145068557"," 0.436556415"," 0.916783134","-0.083215971","-0.083216838","-0.083216604","-0.083215866","-0.083216866","-0.083215980","-0.083216231","-0.083216609","-0.083215952","-0.083216860","-0.083216015","-0.083215625","-0.083215662","-0.083215489"
"Xanthoxic acid","-0.01921611","-0.03749881","-0.02969502","-0.03319515","-0.06170758","-0.03690459","-0.05928131","-0.02464937","-0.05004781","-0.05315600","-0.05572965","-0.07417088","-0.03110343","-0.07180531","-0.02459750","-0.05746263","-0.05470018","-0.03617160","-0.09603152","-0.05844539","-0.05560044","-0.02725623","-0.02219675","-0.16004302","-0.02595463"," 0.02835163"," 0.05341395"," 0.07459195"," 0.03653727"," 0.05741017","-0.00355985"," 0.06970972","-0.05399438"," 0.06436739"," 0.07151356"," 0.08571444"," 0.05583489","-0.17106414"," 0.05885845"," 0.82893586"
"(R)-5,6-Dihydrothymine"," 0.149246507","-0.252928296","-0.187061255"," 0.003724878","-0.206870208"," 0.074450400","-0.050268503","-0.332136778","-0.342497911","-0.204123205","-0.244268470","-0.179739260","-0.206745841","-0.213092966","-0.124199370","-0.199890442","-0.166568273","-0.233804737","-0.073234629","-0.127926893","-0.102833026","-0.102746917","-0.119978537"," 0.004301673"," 0.207906037"," 0.040547983"," 0.144479195"," 0.135535250"," 0.318988773"," 0.089197528"," 0.157257121"," 0.493897064"," 0.165699511"," 0.119032952"," 0.309374850"," 0.657502089"," 0.059593465"," 0.222545670"," 0.226470025"," 0.091164547"
"Aspartame","-0.106631729","-0.042194937","-0.033930878","-0.025592581","-0.056071267","-0.025370744","-0.036231071","-0.027655278","-0.019121381","-0.028984803","-0.008399431","-0.050577854","-0.066072222","-0.056545689","-0.040045778","-0.051374327","-0.034105539","-0.112417413","-0.074512221","-0.050209065"," 0.176288339","-0.034696824"," 0.147987632","-0.019615378","-0.033545408","-0.043610998","-0.019362596","-0.016061949"," 0.260166635","-0.072880074","-0.057573137","-0.052209724"," 0.090224739","-0.054242945","-0.051518795"," 0.887582587","-0.057430564","-0.088965298","-0.087052069"," 0.072560035"
"5-Oxoavermectin ''1b'' aglycone","-0.11850992","-0.12019853","-0.11251725","-0.11004276","-0.10866537","-0.11633062","-0.11107603","-0.11536906","-0.11432303","-0.12275137","-0.12046028","-0.10972891","-0.11177001","-0.10042250","-0.11613736","-0.11333786","-0.11824531","-0.11391867","-0.12086530","-0.11847395","-0.12011487","-0.08838200","-0.11376557","-0.09425225","-0.07000070","-0.09911258","-0.02481189"," 0.03278384","-0.01353951"," 0.29775972"," 0.24925969"," 0.13811725"," 0.43815782"," 0.87724863"," 0.32606125"," 0.58761068"," 0.09049541"," 0.05808322","-0.08154101","-0.09691304"
"Retinoyl b-glucuronide"," 0.03521753"," 0.17986213"," 0.17029676"," 0.19056068"," 0.04052636"," 0.10785809"," 0.29587676"," 0.16835185","-0.06180284"," 0.20583996"," 0.22569145"," 0.24880683"," 0.16558309"," 0.68037837"," 0.18419221"," 0.06645620"," 0.05393469"," 0.19628762","-0.14402712"," 0.09552827","-0.12504060","-0.07196214","-0.25042156","-0.23708448","-0.20971198","-0.22734878","-0.25622317","-0.22922903","-0.28033950","-0.15834277","-0.23506366","-0.16880041","-0.24014307","-0.23387031","-0.19245353","-0.22997906","-0.21568394"," 0.43646059"," 0.33944015","-0.31962163"
"Dammarenediol II","-0.0533258804"," 0.0892077385","-0.0098767196"," 0.0540536036","-0.1182281183","-0.0256806036"," 0.0205629794","-0.0314110701"," 0.0006215393","-0.0265957435"," 0.3016397974"," 0.0356504205"," 0.0580252082","-0.0915432884"," 0.0378119109","-0.0099817788"," 0.1045690472"," 0.1608077743"," 0.8498763183","-0.0081597608","-0.0332511203","-0.1501236817","-0.1456575476","-0.1300665236","-0.1305044635","-0.1233820211","-0.0597809677","-0.1208737462","-0.0795310238"," 0.0573279019"," 0.0171577278","-0.0796903642","-0.1202377194"," 0.0094841152"," 0.0515068648"," 0.0004660826","-0.0506422621","-0.0556062734","-0.0652083361","-0.1294100157"
"Tetrahydrodipicolinate","-0.177616795","-0.182751748","-0.168733183","-0.198104604","-0.066368989","-0.005650685","-0.249423582","-0.259613258","-0.178767234","-0.258934947","-0.247450163","-0.088440215","-0.116464419","-0.093729315","-0.145336664","-0.143911724","-0.098623612","-0.244430813","-0.173884838","-0.055841855"," 0.105651780","-0.008321683","-0.077175190"," 0.081816315"," 0.026506462","-0.032448971"," 0.150116565"," 0.537731387","-0.065463114"," 0.286522458"," 0.740386742"," 0.165951952"," 0.107044075"," 0.273335013"," 0.185850643","-0.049956907"," 0.306021678"," 0.264417662"," 0.137132637"," 0.018959140"
"6-Hydroxyhexanoic acid","-0.14732341","-0.17559680","-0.11740326","-0.15367741","-0.12470873","-0.17443624","-0.12264724","-0.15616247","-0.16236961","-0.14127707","-0.19145996","-0.18453947","-0.18607865","-0.21164051","-0.17405118","-0.18311566","-0.16539990","-0.19254928","-0.20127598","-0.19936194","-0.16529588","-0.13924811","-0.12507776","-0.10032331","-0.05816145"," 0.06463174"," 0.04448018"," 0.22780160"," 0.21624263"," 0.22125020"," 0.53820608"," 0.78835949"," 0.35961926"," 0.12858770"," 0.46407362"," 0.49897956"," 0.39360466"," 0.25117601","-0.19957478","-0.04425666"
"1,2-Dehydroreticuline"," 0.208932940"," 0.111562126"," 0.159343369"," 0.120447660","-0.249626867"," 0.009130693"," 0.033501688","-0.606561238","-0.378492150"," 0.267502414","-0.275098107"," 0.183984935","-0.067419433","-0.115228085","-0.139291302","-0.109636308"," 0.196818444","-0.049531040","-0.175931425"," 0.034320629"," 0.161331041"," 0.121548401","-0.189628947","-0.132206454"," 0.151329373","-0.043801304"," 0.133989789"," 0.244201392","-0.252448534","-0.143298054","-0.096588576"," 0.118399574","-0.136372175","-0.122768232"," 0.223672415"," 0.168096428"," 0.128347494"," 0.252492325","-0.138463662"," 0.393438762"
"Prephenate"," 0.068406084"," 0.018375004"," 0.313009314"," 0.149117427","-0.234651719"," 0.201119576"," 0.025943926"," 0.621519664"," 0.014680292"," 0.368512419"," 0.022891825"," 0.034448174","-0.084929890"," 0.221820631"," 0.011476468"," 0.091002836"," 0.069064298","-0.202026103","-0.211411895","-0.378480336","-0.135626611","-0.082362071","-0.060956375","-0.153620290"," 0.001136131","-0.100427511"," 0.051503783","-0.042700186","-0.158996992","-0.124759174","-0.080378253"," 0.004693362"," 0.181332728","-0.149905395","-0.116393211"," 0.012890766","-0.140290460"," 0.087882871","-0.305091582"," 0.192180475"
"(2'E,4'Z,8E)-Colneleic acid"," 0.245163101"," 0.460058028"," 0.389495306"," 0.371923145"," 0.425035318"," 0.033490020"," 0.526410951"," 0.196801466"," 0.242473803"," 0.209614787"," 0.002851235"," 0.270540885"," 0.218088934"," 0.304220165","-0.044316609"," 0.025103218","-0.061766414"," 0.004491692","-0.154488670","-0.107602642","-0.236257383","-0.133522635","-0.270055517","-0.215678925","-0.245039538","-0.231875163","-0.274127215","-0.213485530","-0.244480819","-0.219846815","-0.255135921","-0.213642646","-0.218353101","-0.170626855","-0.279087065","-0.205109098","-0.228422807","-0.172992096","-0.250761525"," 0.720912935"
"5-Methylbarbiturate"," 0.075646631"," 0.095142451"," 0.018907816"," 0.085521482"," 0.013660101","-0.001577129"," 0.131401061"," 0.127065040"," 0.108217216"," 0.090667703"," 0.119627074"," 0.024639034"," 0.034228669"," 0.050151176"," 0.034787444"," 0.023184818"," 0.005388807"," 0.053829153"," 0.005044751"," 0.023945933"," 0.894020882","-0.105978556","-0.105979118","-0.105975970","-0.105978624","-0.105973367","-0.105971000","-0.105976965","-0.105975358","-0.105970282","-0.105977157","-0.105971062","-0.105972792","-0.105975388","-0.105970873","-0.105977118","-0.105971303","-0.105968618","-0.105968876","-0.105967688"
"5-(Methylthio)-2,3-dioxopentyl phosphate"," 0.085646532","-0.185532355","-0.079318173"," 0.007344175","-0.004022118","-0.163993989"," 0.679900528"," 0.709624118"," 0.202608274"," 0.395319824"," 0.655602515"," 0.200592419","-0.206043798"," 0.159141627"," 0.312664136","-0.157701386"," 0.320388834"," 0.569527541","-0.132709901","-0.104278278"," 0.086521488","-0.140292897"," 0.023332885","-0.220111656","-0.263016939","-0.252612632","-0.261116052","-0.276908890","-0.128426743","-0.224557634","-0.254160347","-0.047788570"," 0.025609658","-0.099816490","-0.039783230","-0.202578810","-0.192249109","-0.275798282","-0.230630392","-0.290375882"
"Hydroxyindole"," 0.43694110"," 0.59657169"," 0.39665185"," 0.13680279"," 0.39752844"," 0.09873942"," 0.58861260"," 0.40163542"," 0.40289588"," 0.14302200"," 0.22821817"," 0.34871239","-0.40342831"," 0.39517307"," 0.18331186"," 0.14417947","-0.05654637"," 0.05171892","-0.03948298","-0.03694157","-0.00327755","-0.10608564","-0.26407954","-0.26539500","-0.19035078","-0.17743082","-0.27755094","-0.13004475","-0.31188802","-0.25912521","-0.30602428","-0.28542414","-0.18018445","-0.24428224","-0.28374288","-0.30274356","-0.24819425","-0.21087914","-0.17005448","-0.19755817"
"Butyryl-L-carnitine"," 0.056797037","-0.037430264","-0.047591762","-0.042088412","-0.042242237","-0.001907049","-0.041825774","-0.056481009","-0.141146068","-0.014616928","-0.068597327","-0.031619198"," 0.027701646","-0.074259564","-0.005466781","-0.124292010"," 0.020985599","-0.130318651","-0.134546524","-0.123217680","-0.028712937","-0.006600419"," 0.321321507","-0.054729949","-0.034300234","-0.055019350"," 0.044367394","-0.078965160"," 0.858853932"," 0.057448167","-0.040519737"," 0.041715646","-0.034506238","-0.041512090","-0.053329513","-0.043132692","-0.040207941","-0.024933082"," 0.331254082","-0.106328430"
"Imidazole-4-acetaldehyde"," 0.224022574"," 0.170774385","-0.107951251","-0.111272750","-0.138027227","-0.255312986","-0.148517221","-0.131057314","-0.106499432","-0.029383701","-0.084933485"," 0.082194662","-0.045167543","-0.044018626","-0.226712016","-0.363646675","-0.228359078"," 0.197157830","-0.360070323"," 0.016132440","-0.083123301","-0.039098342","-0.024083713","-0.125230729","-0.119315811","-0.063886813"," 0.005315526"," 0.067538747"," 0.075271444"," 0.120342993","-0.095946610"," 0.165798784"," 0.636353325","-0.001853788"," 0.566702199"," 0.075042308"," 0.108860800"," 0.135003342"," 0.205553489"," 0.081403886"
"2-Pyrocatechuic acid","-0.10752627","-0.13413508","-0.14266393","-0.18001049","-0.13917130","-0.08559479","-0.30447181","-0.32997565","-0.12761749","-0.31727273","-0.33438245","-0.29388216","-0.20041831","-0.24626835","-0.24945511","-0.24922687","-0.19805324","-0.35311303","-0.30160028","-0.21722294","-0.17798045"," 0.02754564"," 0.05920085"," 0.06082092"," 0.03909243"," 0.14208611"," 0.27503559"," 0.10644104"," 0.31839555"," 0.25873202"," 0.10479049"," 0.31681614"," 0.37491251"," 0.14922056"," 0.37057439"," 0.16868687"," 0.34479570"," 0.41210382"," 0.51390512"," 0.64688697"
"Gulonic acid"," 0.117283582"," 0.028345089"," 0.532575781"," 0.771608280","-0.035422054"," 0.324844414","-0.060231989"," 0.183303931"," 0.039828758"," 0.179030127"," 0.036373792","-0.117333276","-0.178428422","-0.005966935"," 0.038278585","-0.043270265","-0.095965035","-0.068548225","-0.205258385","-0.157205270","-0.108287125","-0.066868980","-0.107048869","-0.089812533","-0.149474716","-0.180116088","-0.106736941","-0.124288113"," 0.096181257","-0.011392334","-0.010147996","-0.107036367"," 0.495786414","-0.111118125","-0.088657210"," 0.086513653","-0.055512813","-0.205909560","-0.211524317","-0.228391720"
"Se-Methylselenocysteine","-0.2142751025","-0.2123688807","-0.3271670557","-0.2247636607","-0.2477434314","-0.2921002588","-0.0953744141"," 0.1062368249","-0.2469289017","-0.2457474059","-0.0013458155","-0.2636411501","-0.2718325841","-0.2314314373","-0.1438915433","-0.2071502773","-0.3764758991"," 0.0589050949","-0.2705488649","-0.1317799629","-0.1152890559","-0.0003661399"," 0.0335682700"," 0.1986547364"," 0.0495752762"," 0.4957785297"," 0.0041562223"," 0.0839497557"," 0.1824879770"," 0.0309387142"," 0.2096343013"," 0.5515481103"," 0.2193375414"," 0.4076365283"," 0.6235241009"," 0.2261724107"," 0.3491553258"," 0.2305716124"," 0.2210612256","-0.1626707160"
